,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,coordinates,bedrooms_bathrooms,sqft_lot_sqft_living,sqft_living_sqft_living15,sqft_living_bedrooms,grade_category
19951,1607100038,4,3.25,2670,5001,1.0,Average,9,1640,1030.0,2013,0.0,1610,5001,"[47.5666, -122.293]",1.2307692307692308,1.8730337078651684,1.6583850931677018,667.5,medium
18395,7234601445,2,1.5,1300,1676,1.0,Average,7,1300,0.0,1943,0.0,1260,1740,"[47.6133, -122.308]",1.3333333333333333,1.2892307692307692,1.0317460317460319,650.0,medium
16559,1657300280,3,2.25,3050,10689,2.0,Good,9,3050,0.0,1988,0.0,2697,10925,"[47.3326, -122.201]",1.3333333333333333,3.5045901639344264,1.1308861698183166,1016.6666666666666,medium
5689,3578401060,3,2.25,1920,9672,2.0,Good,8,1920,0.0,1984,0.0,1950,10125,"[47.6233, -122.046]",1.3333333333333333,5.0375,0.9846153846153847,640.0,medium
11604,7932600140,4,2.75,2640,35070,1.5,Average,8,2640,0.0,1963,0.0,2520,34986,"[47.4242, -122.181]",1.4545454545454546,13.284090909090908,1.0476190476190477,660.0,medium
2991,1370804446,4,1.75,1490,4485,1.0,Average,8,1350,140.0,1960,0.0,1380,4846,"[47.6388, -122.399]",2.2857142857142856,3.01006711409396,1.0797101449275361,372.5,medium
366,6116500075,4,2.5,2990,10400,2.0,Average,9,2990,0.0,2002,0.0,2140,17449,"[47.4508, -122.359]",1.6,3.4782608695652173,1.397196261682243,747.5,medium
15537,126059005,5,3.0,2200,103237,1.0,Average,7,1160,1040.0,1971,0.0,2300,103237,"[47.7726, -122.111]",1.6666666666666667,46.925909090909094,0.9565217391304348,440.0,medium
5511,6204200470,4,2.25,2200,6967,2.0,Average,8,2200,0.0,1986,0.0,1970,7439,"[47.7355, -122.202]",1.7777777777777777,3.166818181818182,1.116751269035533,550.0,medium
19647,1442880510,4,2.75,2620,6019,2.0,Average,8,2620,0.0,2013,0.0,2790,6716,"[47.484, -121.771]",1.4545454545454546,2.297328244274809,0.9390681003584229,655.0,medium
3079,7663700792,2,1.0,1060,6100,1.0,Average,6,1060,0.0,1951,0.0,1550,9150,"[47.7317, -122.296]",2.0,5.754716981132075,0.6838709677419355,530.0,low
10098,7785000260,3,2.0,2250,14274,1.0,Good,8,1500,750.0,1964,0.0,2820,13813,"[47.5762, -122.217]",1.5,6.344,0.7978723404255319,750.0,medium
6389,8148600020,2,1.0,870,6537,1.0,Average,6,870,0.0,1948,0.0,1100,8701,"[47.4906, -122.306]",2.0,7.5137931034482754,0.7909090909090909,435.0,low
18828,4443800785,2,1.0,1620,3880,1.0,Good,7,920,700.0,1924,0.0,1330,3880,"[47.6855, -122.391]",2.0,2.3950617283950617,1.218045112781955,810.0,medium
3016,2291401425,5,2.0,1910,5508,1.0,Average,7,1020,890.0,1968,0.0,1030,7440,"[47.7074, -122.349]",2.5,2.8837696335078533,1.854368932038835,382.0,medium
8008,3886903155,3,2.0,1980,7680,1.5,Good,6,1070,910.0,1911,0.0,1330,8704,"[47.6839, -122.195]",1.5,3.878787878787879,1.4887218045112782,660.0,low
14737,7526800040,4,2.25,2480,9780,1.0,Good,8,1900,580.0,1975,0.0,2640,9780,"[47.6388, -122.099]",1.7777777777777777,3.943548387096774,0.9393939393939394,620.0,medium
12534,7889600230,2,1.0,730,5200,1.0,Average,6,730,0.0,1928,0.0,1220,6240,"[47.4943, -122.337]",2.0,7.123287671232877,0.5983606557377049,365.0,low
9561,1022069183,3,2.5,3580,54450,1.5,Average,9,3580,0.0,1990,0.0,3090,35943,"[47.4026, -122.033]",1.2,15.20949720670391,1.1585760517799353,1193.3333333333333,medium
4988,9274203190,2,1.0,1030,5750,1.0,Very Good,8,1030,0.0,1928,0.0,1570,5750,"[47.5861, -122.391]",2.0,5.58252427184466,0.6560509554140127,515.0,medium
1653,3649100473,3,1.5,1300,12240,1.0,Average,7,1300,0.0,1963,0.0,2040,9326,"[47.737, -122.243]",2.0,9.415384615384616,0.6372549019607843,433.3333333333333,medium
13764,7625703065,2,1.0,820,6250,1.0,Good,5,820,0.0,1922,0.0,1300,6250,"[47.5479, -122.384]",2.0,7.621951219512195,0.6307692307692307,410.0,low
3422,5363200266,3,2.0,1200,5029,1.0,Average,6,880,320.0,1937,0.0,1510,5854,"[47.6936, -122.294]",1.5,4.190833333333333,0.7947019867549668,400.0,low
15536,2023049372,4,2.25,2670,9040,1.0,Average,8,2170,0.0,1955,0.0,1880,2648,"[47.4666, -122.326]",1.7777777777777777,3.385767790262172,1.4202127659574468,667.5,medium
7365,4279600080,6,3.0,2470,9267,2.0,Average,8,2470,0.0,1982,0.0,2470,9151,"[47.6025, -122.152]",2.0,3.7518218623481783,1.0,411.6666666666667,medium
15081,2141500020,4,2.5,2230,8560,2.0,Average,8,2230,0.0,2002,0.0,2400,7756,"[47.4877, -122.143]",1.6,3.8385650224215246,0.9291666666666667,557.5,medium
14829,1310820150,4,2.5,2007,4968,2.0,Average,9,2007,0.0,2009,0.0,2189,5852,"[47.3301, -122.191]",1.6,2.475336322869955,0.9168570123343993,501.75,medium
1206,3885804305,4,1.75,2490,7834,1.0,Good,8,1240,1250.0,1958,0.0,3210,7834,"[47.6851, -122.209]",2.2857142857142856,3.1461847389558235,0.7757009345794392,622.5,medium
15045,8848400020,3,1.75,1540,8100,1.0,Good,7,940,600.0,1947,0.0,1840,8100,"[47.749, -122.351]",1.7142857142857142,5.259740259740259,0.8369565217391305,513.3333333333334,medium
10265,3630110340,4,2.5,3010,3120,2.5,Average,8,3010,0.0,2006,0.0,2140,3840,"[47.5539, -121.996]",1.6,1.0365448504983388,1.4065420560747663,752.5,medium
17903,3320000212,3,2.25,1350,980,2.0,Average,8,1050,300.0,2007,0.0,1350,1245,"[47.5998, -122.312]",1.3333333333333333,0.725925925925926,1.0,450.0,medium
18940,1959701695,5,2.0,2940,5500,2.0,Good,9,2340,600.0,1909,0.0,2940,5500,"[47.6466, -122.321]",2.5,1.870748299319728,1.0,588.0,medium
1486,5202500030,3,1.5,1610,9964,1.0,Average,7,1080,530.0,1977,0.0,1610,9964,"[47.6681, -122.143]",2.0,6.188819875776398,1.0,536.6666666666666,medium
13425,8712100720,3,2.0,2090,5015,1.5,Very Good,7,2090,0.0,1920,0.0,1930,4250,"[47.6378, -122.301]",1.5,2.3995215311004783,1.0829015544041452,696.6666666666666,medium
15834,5608000190,5,3.5,5930,13288,2.0,Average,11,3920,2010.0,1996,0.0,3860,12062,"[47.5542, -122.097]",1.4285714285714286,2.2408094435075885,1.5362694300518134,1186.0,high
6887,6169901197,3,1.5,2160,2260,2.0,Very Good,8,1620,540.0,1917,0.0,2570,2400,"[47.6321, -122.371]",2.0,1.0462962962962963,0.8404669260700389,720.0,medium
85,4232902595,3,1.5,2140,3600,2.0,Average,9,1900,240.0,1925,0.0,2020,4800,"[47.6337, -122.365]",2.0,1.6822429906542056,1.0594059405940595,713.3333333333334,medium
7696,9294300515,3,2.0,2010,7017,2.0,Average,7,2010,0.0,1951,1988.0,2450,6045,"[47.6828, -122.267]",1.5,3.491044776119403,0.8204081632653061,670.0,medium
167,1836980160,4,2.5,2680,4499,2.0,Average,9,2680,0.0,1999,0.0,2920,4500,"[47.565, -122.125]",1.6,1.6787313432835822,0.9178082191780822,670.0,medium
7307,8965450190,3,2.5,1500,3060,2.0,Average,7,1500,0.0,1994,0.0,2700,7734,"[47.5605, -122.117]",1.2,2.04,0.5555555555555556,500.0,medium
7677,9202500150,4,1.75,2160,7417,1.0,Good,7,1360,800.0,1983,0.0,1880,8022,"[47.5122, -122.181]",2.2857142857142856,3.4337962962962965,1.148936170212766,540.0,medium
9400,1257202430,4,3.5,2650,3060,2.0,Average,9,2060,590.0,2001,0.0,1470,3060,"[47.6735, -122.332]",1.1428571428571428,1.1547169811320754,1.8027210884353742,662.5,medium
9092,7129301001,4,2.75,2670,6780,2.0,Very Good,8,1630,1040.0,1908,0.0,2400,5989,"[47.5131, -122.256]",1.4545454545454546,2.539325842696629,1.1125,667.5,medium
6650,3715500170,3,1.75,1600,10280,1.0,Average,7,1050,550.0,1977,0.0,1590,8100,"[47.725, -122.174]",1.7142857142857142,6.425,1.0062893081761006,533.3333333333334,medium
21095,7207900080,5,3.5,2760,3865,2.5,Average,8,2760,0.0,2013,0.0,2590,4587,"[47.5049, -122.17]",1.4285714285714286,1.4003623188405796,1.0656370656370657,552.0,medium
3372,1770000490,2,1.75,1060,16470,1.0,Average,7,1060,0.0,1977,0.0,1790,16748,"[47.7409, -122.089]",1.1428571428571428,15.537735849056604,0.5921787709497207,530.0,medium
753,8682300890,2,2.5,2380,6600,1.0,Average,8,2380,0.0,2010,0.0,1870,6600,"[47.717, -122.02]",0.8,2.773109243697479,1.2727272727272727,1190.0,medium
1418,8073000550,4,3.75,3190,17186,2.0,Average,10,3190,0.0,1999,0.0,2290,13496,"[47.5115, -122.246]",1.0666666666666667,5.387460815047022,1.3930131004366813,797.5,high
8178,7212680850,3,2.5,1730,6930,2.0,Average,8,1730,0.0,1994,0.0,1780,6930,"[47.2621, -122.308]",1.2,4.005780346820809,0.9719101123595506,576.6666666666666,medium
2254,8880600070,4,2.0,1870,8750,1.0,Average,7,1870,0.0,1977,0.0,1770,8207,"[47.1985, -122.001]",2.0,4.679144385026738,1.0564971751412429,467.5,medium
4063,7226500100,8,3.0,2850,12714,1.0,Average,7,2850,0.0,1959,0.0,1480,4942,"[47.4859, -122.205]",2.6666666666666665,4.461052631578947,1.9256756756756757,356.25,medium
20396,1972202187,3,2.5,1870,1058,3.0,Average,8,1380,490.0,2007,0.0,1440,1136,"[47.6512, -122.345]",1.2,0.5657754010695187,1.2986111111111112,623.3333333333334,medium
16030,1592300010,5,3.5,3580,21343,1.5,Good,8,2140,1440.0,1937,0.0,2430,21343,"[47.7646, -122.302]",1.4285714285714286,5.961731843575419,1.4732510288065843,716.0,medium
21212,7853320950,3,2.0,1680,5246,1.0,Average,7,1680,0.0,2007,0.0,2430,6883,"[47.5206, -121.868]",1.5,3.1226190476190476,0.691358024691358,560.0,medium
6933,686450080,4,2.25,3220,8436,2.0,Average,8,3220,0.0,1968,0.0,2500,7632,"[47.6381, -122.116]",1.7777777777777777,2.6198757763975156,1.288,805.0,medium
6442,3356404198,4,2.5,2060,16000,2.0,Average,6,2060,0.0,1993,0.0,1530,8000,"[47.2849, -122.251]",1.6,7.766990291262136,1.34640522875817,515.0,low
9841,9350900550,4,2.25,2870,8393,1.0,Good,8,1480,1390.0,1977,0.0,2930,9850,"[47.5787, -122.245]",1.7777777777777777,2.924390243902439,0.9795221843003413,717.5,medium
17178,3095000185,3,1.0,1320,5250,1.5,Very Good,7,1320,0.0,1913,0.0,1490,5250,"[47.5566, -122.378]",3.0,3.977272727272727,0.8859060402684564,440.0,medium
4244,9526600090,4,2.5,2680,4548,2.0,Average,8,2680,0.0,2009,0.0,2750,4548,"[47.7073, -122.114]",1.6,1.6970149253731344,0.9745454545454545,670.0,medium
15783,8731981640,4,2.5,2550,7500,1.0,Average,8,1750,800.0,1976,0.0,2260,8800,"[47.3165, -122.386]",1.6,2.9411764705882355,1.1283185840707965,637.5,medium
2438,7853250160,4,2.5,3060,7161,2.0,Average,8,2860,200.0,2005,0.0,2950,6822,"[47.5383, -121.879]",1.6,2.3401960784313727,1.0372881355932204,765.0,medium
20699,1982201596,3,1.75,1630,1404,2.0,Average,8,1020,610.0,2014,0.0,1420,1670,"[47.6646, -122.367]",1.7142857142857142,0.8613496932515338,1.147887323943662,543.3333333333334,medium
2069,8691350200,4,2.5,3840,12151,2.0,Average,10,3840,0.0,1998,0.0,3560,11044,"[47.5953, -121.986]",1.6,3.164322916666667,1.0786516853932584,960.0,high
16415,3425059173,4,4.0,2790,16117,2.0,Good,9,2790,0.0,1999,0.0,2740,25369,"[47.6033, -122.155]",1.0,5.7767025089605735,1.0182481751824817,697.5,medium
12029,2991000160,4,0.5,2300,5570,2.0,Average,8,2300,0.0,1996,0.0,1820,6371,"[47.3285, -122.168]",8.0,2.4217391304347826,1.2637362637362637,575.0,medium
5224,9828702890,5,1.5,3050,2992,1.5,Good,8,1920,1130.0,1931,0.0,1200,1209,"[47.621, -122.302]",3.3333333333333335,0.980983606557377,2.5416666666666665,610.0,medium
15290,7806500290,3,2.5,2790,19485,2.0,Average,9,2790,0.0,1990,0.0,2580,17859,"[47.4688, -122.124]",1.2,6.983870967741935,1.0813953488372092,930.0,medium
18620,3518000180,2,1.0,1100,7323,1.0,Average,7,780,320.0,1982,0.0,1410,7227,"[47.2874, -122.37]",2.0,6.657272727272727,0.7801418439716312,550.0,medium
13644,4239410220,2,1.0,1520,4700,2.0,Good,7,1520,0.0,1978,0.0,1140,3906,"[47.3187, -122.182]",2.0,3.0921052631578947,1.3333333333333333,760.0,medium
1078,390100060,3,1.0,1040,7541,1.0,Average,6,1040,0.0,1951,0.0,1140,6100,"[47.7565, -122.339]",3.0,7.250961538461539,0.9122807017543859,346.6666666666667,low
14979,4222310010,4,1.0,1730,7350,1.5,Good,6,1730,0.0,1970,0.0,1440,7752,"[47.3467, -122.307]",4.0,4.2485549132947975,1.2013888888888888,432.5,low
2175,3317500030,3,2.5,3630,11019,1.0,Good,9,2150,1480.0,1972,0.0,3150,13555,"[47.56100000000001, -122.226]",1.2,3.0355371900826444,1.1523809523809523,1210.0,medium
4125,6852700412,3,3.5,1560,1490,2.0,Average,8,1240,320.0,1995,0.0,1560,1662,"[47.6248, -122.319]",0.8571428571428571,0.9551282051282052,1.0,520.0,medium
624,6411600069,3,1.0,990,6750,1.0,Good,6,990,0.0,1947,0.0,1440,6860,"[47.7125, -122.331]",3.0,6.818181818181818,0.6875,330.0,low
5083,921059132,3,2.0,1680,81893,1.0,Average,7,1680,0.0,1991,0.0,2480,38637,"[47.3248, -122.179]",1.5,48.74583333333333,0.6774193548387096,560.0,medium
16962,3797710020,4,2.25,1770,7799,2.0,Average,7,1770,0.0,1998,0.0,1770,7778,"[47.4192, -122.202]",1.7777777777777777,4.4062146892655365,1.0,442.5,medium
13321,1828000760,3,2.0,1540,8400,1.0,Average,7,1180,360.0,1968,0.0,1550,8760,"[47.6554, -122.129]",1.5,5.454545454545454,0.9935483870967742,513.3333333333334,medium
8965,9828702667,3,2.25,1450,1445,2.0,Average,7,980,470.0,2005,0.0,1510,1370,"[47.6184, -122.301]",1.3333333333333333,0.996551724137931,0.9602649006622517,483.3333333333333,medium
4105,985000900,3,1.75,1520,7137,1.0,Average,5,1520,0.0,1932,0.0,1240,8602,"[47.4924, -122.311]",1.7142857142857142,4.695394736842105,1.2258064516129032,506.6666666666667,low
9270,4443800385,2,1.0,1480,4080,1.0,Average,7,1050,430.0,1949,0.0,1310,4080,"[47.6842, -122.393]",2.0,2.7567567567567566,1.1297709923664123,740.0,medium
15276,2458400345,3,2.0,1420,6060,1.0,Very Good,7,830,0.0,1942,0.0,1420,6360,"[47.5102, -122.372]",1.5,4.267605633802817,1.0,473.3333333333333,medium
3550,6385900090,4,2.25,1660,7184,1.0,Average,7,1110,550.0,1963,0.0,1640,7200,"[47.4678, -122.294]",1.7777777777777777,4.327710843373494,1.0121951219512195,415.0,medium
4353,3364900375,2,1.0,1620,6120,1.0,Average,7,1620,0.0,1951,0.0,1650,4590,"[47.6731, -122.326]",2.0,3.7777777777777777,0.9818181818181818,810.0,medium
16074,4310703070,6,3.0,2960,5000,1.0,Average,8,1790,1170.0,1968,0.0,1280,1251,"[47.6971, -122.341]",2.0,1.6891891891891893,2.3125,493.3333333333333,medium
147,3224079105,2,2.5,2420,60984,2.0,Average,7,2420,0.0,2007,0.0,1940,193842,"[47.5262, -121.943]",0.8,25.2,1.2474226804123711,1210.0,medium
12567,7689600360,2,1.0,710,7200,1.0,Average,6,710,0.0,1943,0.0,960,7200,"[47.4903, -122.245]",2.0,10.140845070422536,0.7395833333333334,355.0,low
7852,23500180,3,2.25,2010,6000,1.0,Average,8,1330,680.0,1975,0.0,2080,8260,"[47.6912, -122.115]",1.3333333333333333,2.985074626865672,0.9663461538461539,670.0,medium
21242,2424059163,5,3.5,5430,10327,2.0,Average,10,4010,1420.0,2007,0.0,4340,10324,"[47.5476, -122.116]",1.4285714285714286,1.901841620626151,1.2511520737327189,1086.0,high
7175,7936000403,3,1.75,2050,3520,1.0,Good,7,1070,980.0,1977,0.0,2050,16083,"[47.5536, -122.399]",1.7142857142857142,1.7170731707317073,1.0,683.3333333333334,medium
12462,8718500560,3,1.5,1590,8911,1.0,Average,7,1590,0.0,1956,0.0,1590,9625,"[47.7394, -122.252]",2.0,5.604402515723271,1.0,530.0,medium
6402,6338000592,3,1.75,1540,4800,1.0,Good,6,770,770.0,1925,0.0,1510,4080,"[47.67, -122.284]",1.7142857142857142,3.116883116883117,1.0198675496688743,513.3333333333334,low
1354,3904940070,4,2.5,2270,8391,2.0,Average,8,2270,0.0,1988,0.0,2420,8391,"[47.574, -122.013]",1.6,3.69647577092511,0.9380165289256198,567.5,medium
7217,1786200010,4,2.5,2580,11780,2.0,Average,9,2580,0.0,2003,0.0,2410,8403,"[47.3658, -122.04]",1.6,4.565891472868217,1.070539419087137,645.0,medium
19507,9407000230,3,1.0,1600,12566,1.0,Good,7,1600,0.0,1971,0.0,1600,10650,"[47.4431, -121.765]",3.0,7.85375,1.0,533.3333333333334,medium
18033,3322049095,3,1.0,1690,20063,1.5,Good,7,1690,0.0,1913,0.0,1700,15899,"[47.3556, -122.294]",3.0,11.871597633136094,0.9941176470588236,563.3333333333334,medium
17987,4036400110,3,2.75,2340,12282,1.0,Average,8,1470,870.0,1978,0.0,2640,8887,"[47.7379, -122.289]",1.0909090909090908,5.248717948717949,0.8863636363636364,780.0,medium
19442,1545807180,4,1.75,1900,9861,1.0,Good,7,1900,0.0,1967,0.0,1720,7967,"[47.3615, -122.057]",2.2857142857142856,5.19,1.1046511627906976,475.0,medium
11149,3971700903,3,1.75,1650,7145,2.0,Very Good,8,1300,350.0,1977,0.0,1760,7206,"[47.7733, -122.324]",1.7142857142857142,4.33030303030303,0.9375,550.0,medium
17663,2724079014,3,3.25,2970,234788,2.0,Average,9,2040,930.0,1991,0.0,2970,220413,"[47.5353, -121.897]",0.9230769230769231,79.05319865319865,1.0,990.0,medium
6388,8700500020,3,2.5,1560,9600,1.0,Average,7,1210,0.0,1964,0.0,2070,9600,"[47.457, -122.27]",1.2,6.153846153846154,0.7536231884057971,520.0,medium
8541,5127000410,5,1.75,2330,14322,1.0,Good,7,1180,1150.0,1968,0.0,1690,10010,"[47.4768, -122.155]",2.857142857142857,6.146781115879828,1.378698224852071,466.0,medium
9577,1186000150,3,1.75,1370,2800,1.0,Very Good,7,800,570.0,1982,0.0,2270,3773,"[47.6157, -122.291]",1.7142857142857142,2.0437956204379564,0.6035242290748899,456.6666666666667,medium
8492,4019300155,4,3.25,3330,33826,2.0,Very Good,8,3330,0.0,1924,0.0,2580,28707,"[47.7596, -122.275]",1.2307692307692308,10.157957957957958,1.2906976744186047,832.5,medium
21062,7383450250,4,2.5,2090,3777,2.0,Average,8,2090,0.0,2012,0.0,2160,3993,"[47.3595, -122.042]",1.6,1.807177033492823,0.9675925925925926,522.5,medium
1083,6114600030,4,3.0,2690,28300,1.0,Average,8,2690,0.0,1954,1999.0,2820,27100,"[47.4458, -122.343]",1.3333333333333333,10.520446096654275,0.9539007092198581,672.5,medium
3604,1770000090,3,1.75,1950,17400,1.0,Average,7,1210,740.0,1976,0.0,1900,17250,"[47.7424, -122.091]",1.7142857142857142,8.923076923076923,1.0263157894736843,650.0,medium
13973,3052701135,3,1.75,2430,5000,2.0,Good,7,1760,670.0,1945,0.0,1320,4062,"[47.6785, -122.372]",1.7142857142857142,2.05761316872428,1.8409090909090908,810.0,medium
20181,9206500250,4,4.0,3770,8899,2.0,Average,10,2940,830.0,2006,0.0,3300,8308,"[47.6476, -122.079]",1.0,2.3604774535809017,1.1424242424242423,942.5,high
6292,9320350020,4,3.0,2330,3497,2.0,Average,9,1920,410.0,2003,0.0,2330,5242,"[47.554, -122.308]",1.3333333333333333,1.5008583690987125,1.0,582.5,medium
20471,9103000455,4,3.25,2190,4265,2.0,Average,9,1540,650.0,2015,0.0,1730,4265,"[47.6178, -122.29]",1.2307692307692308,1.947488584474886,1.2658959537572254,547.5,medium
21561,3881900317,4,3.25,1900,2631,2.0,Average,9,1250,650.0,2014,0.0,1710,4502,"[47.5869, -122.311]",1.2307692307692308,1.3847368421052633,1.1111111111111112,475.0,medium
8854,1226059161,4,2.75,2560,83200,1.0,Average,8,1860,700.0,1980,0.0,1990,38332,"[47.7511, -122.111]",1.4545454545454546,32.5,1.2864321608040201,640.0,medium
991,1455600030,4,2.0,2780,11583,1.0,Average,8,1190,1590.0,1955,0.0,2580,10241,"[47.7293, -122.284]",2.0,4.166546762589928,1.0775193798449612,695.0,medium
2447,4389200796,3,2.5,3160,12824,1.0,Good,9,1820,1340.0,1966,0.0,3390,11985,"[47.6151, -122.216]",1.2,4.058227848101266,0.9321533923303835,1053.3333333333333,medium
1887,3319500922,2,1.5,830,920,2.0,Average,7,830,0.0,2005,0.0,830,1200,"[47.5998, -122.306]",1.3333333333333333,1.108433734939759,1.0,415.0,medium
19632,2114700368,2,2.5,1400,1262,2.0,Average,8,1160,240.0,2008,0.0,1060,1524,"[47.5342, -122.349]",0.8,0.9014285714285715,1.320754716981132,700.0,medium
10316,9557300570,3,2.25,1880,6565,1.0,Good,8,1420,460.0,1972,0.0,2060,7280,"[47.6396, -122.113]",1.3333333333333333,3.492021276595745,0.912621359223301,626.6666666666666,medium
15569,808300470,4,2.5,2495,5751,2.0,Average,7,2495,0.0,2002,0.0,2490,6300,"[47.7243, -121.957]",1.6,2.30501002004008,1.002008032128514,623.75,medium
19324,3019300090,2,3.5,2560,5000,1.0,Good,6,1280,1280.0,1944,0.0,1390,4000,"[47.6681, -122.368]",0.5714285714285714,1.953125,1.841726618705036,1280.0,low
18926,7805450870,4,2.5,3680,11648,2.0,Average,10,3680,0.0,1986,0.0,2830,11251,"[47.5604, -122.107]",1.6,3.1652173913043478,1.3003533568904593,920.0,high
10351,9536600105,3,2.75,2080,16740,1.0,Average,8,1580,500.0,1966,0.0,2175,7568,"[47.3632, -122.324]",1.0909090909090908,8.048076923076923,0.9563218390804598,693.3333333333334,medium
13850,2310110120,3,2.5,2190,5091,2.0,Average,8,2190,0.0,2004,0.0,2200,5948,"[47.3506, -122.039]",1.2,2.324657534246575,0.9954545454545455,730.0,medium
7985,2734100835,1,1.0,780,4000,1.0,Average,5,780,0.0,1905,0.0,1150,4000,"[47.5424, -122.321]",1.0,5.128205128205129,0.6782608695652174,780.0,low
14556,8122100905,4,1.75,1540,5120,1.0,Very Good,6,770,770.0,1943,0.0,1080,5120,"[47.5359, -122.372]",2.2857142857142856,3.324675324675325,1.4259259259259258,385.0,low
905,9406520830,3,2.25,1654,8479,2.0,Average,7,1654,0.0,1995,0.0,1654,8479,"[47.3627, -122.037]",1.3333333333333333,5.126360338573156,1.0,551.3333333333334,medium
2938,1494300110,4,2.5,2170,9600,1.0,Average,7,1460,710.0,1980,0.0,1940,8400,"[47.6789, -122.116]",1.6,4.423963133640553,1.1185567010309279,542.5,medium
10509,1766600075,2,1.0,840,5400,1.0,Good,7,840,0.0,1948,0.0,1340,5400,"[47.5489, -122.271]",2.0,6.428571428571429,0.6268656716417911,420.0,medium
6063,7016000440,5,2.25,2500,8621,1.5,Good,7,2500,0.0,1968,0.0,1980,7395,"[47.7379, -122.185]",2.2222222222222223,3.4484,1.2626262626262625,500.0,medium
19306,5458300580,2,2.0,1200,1867,1.0,Average,7,600,600.0,1924,1998.0,1790,2221,"[47.627, -122.345]",1.0,1.5558333333333334,0.6703910614525139,600.0,medium
5489,1425059180,3,2.25,2470,11603,2.0,Average,8,1540,930.0,1988,0.0,2850,11250,"[47.6569, -122.123]",1.3333333333333333,4.697570850202429,0.8666666666666667,823.3333333333334,medium
10404,2768301182,3,2.0,1230,1613,2.0,Average,8,1010,220.0,2003,0.0,1610,1873,"[47.6661, -122.37]",1.5,1.3113821138211381,0.7639751552795031,410.0,medium
18883,984220330,4,2.5,1820,9161,1.0,Good,7,1220,600.0,1975,0.0,1860,7650,"[47.4333, -122.168]",1.6,5.033516483516483,0.978494623655914,455.0,medium
11504,3179101070,4,2.75,3220,4392,1.5,Good,9,2320,900.0,1931,0.0,2310,5795,"[47.6713, -122.276]",1.4545454545454546,1.3639751552795032,1.393939393939394,805.0,medium
